ID Group,Word
0,of
0,and
0,for
0,in
0,the
0,a
0,as
0,among
0,potential
0,high
1,for
1,using
1,analysis
1,cells
1,a
1,cell
1,catalyst
1,under
1,energy
1,hydrogen
2,at
2,health
2,response
2,higher
2,collisions
2,tev
2,proton-proton
2,quark
2,boson
2,scale
3,of
3,in
3,and
3,the
3,a
3,to
3,from
3,study
3,on
3,effects
4,patients
4,cancer
4,treatment
4,acute
4,clinical
4,via
4,severe
4,children
4,versus
4,protein
5,thailand
5,covid-19
5,effect
5,disease
5,against
5,factors
5,activity
5,carbon
5,trial
5,controlled
6,production
6,between
6,systematic
6,synthesis
6,meta-analysis
6,extract
6,safety
6,efficacy
6,measurement
6,networks
7,of
7,with
7,and
7,on
7,in
7,by
7,virus
7,detection
7,based
7,human
8,model
8,risk
8,learning
8,approach
8,kidney
8,oil
8,neural
8,effectiveness
8,machine
8,prospective
9,their
9,techniques
9,advances
9,recent
9,tunable
9,hydrogenation
9,affecting
9,electrocatalysts
9,affect
9,dendrobium
